1st flr sf,2nd flr sf,3ssn porch,alley,bedroom abvgr,bldg type,bsmt cond,bsmt exposure,bsmt full bath,bsmt half bath,bsmt qual,bsmt unf sf,bsmtfin sf 1,bsmtfin sf 2,bsmtfin type 1,bsmtfin type 2,central air,condition 1,condition 2,electrical,enclosed porch,exter cond,exter qual,exterior 1st,exterior 2nd,fence,fireplace qu,fireplaces,foundation,full bath,functional,garage area,garage cars,garage cond,garage finish,garage qual,garage type,garage yr blt,gr liv area,half bath,heating,heating qc,house style,id,kitchen abvgr,kitchen qual,land contour,land slope,lot area,lot config,lot frontage,lot shape,low qual fin sf,ms subclass,ms zoning,mas vnr area,mas vnr type,misc feature,misc val,mo sold,neighborhood,open porch sf,overall cond,overall qual,pid,paved drive,pool area,pool qc,roof matl,roof style,sale type,saleprice,screen porch,street,totrms abvgrd,total bsmt sf,utilities,wood deck sf,year built,year remod/add,yr sold
1328,653,0,NA,4,1Fam,3,1,1.0,0.0,3,500.0,622.0,0.0,4,1,Y,Norm,Norm,5,0,TA,TA,WdShing,Plywood,3,3,2,BrkTil,2,Min2,576.0,2.0,3,1,3,1,1981.0,1981,0,GasA,TA,1.5Fin,912,1,Gd,Lvl,Gtl,7804,Inside,65.0,Reg,0,50,RL,0.0,0,0,0,12,SWISU,44,3,4,909250220,Y,0,0,CompShg,Gable,WD ,135000,0,Pave,7,1122.0,AllPub,431,1928,1950,2009
1392,1392,0,NA,5,1Fam,3,1,1.0,0.0,4,133.0,790.0,469.0,4,2,Y,RRAn,Norm,5,0,TA,TA,Plywood,Plywood,3,3,2,CBlock,3,Typ,564.0,2.0,3,2,3,5,1978.0,2784,1,GasA,TA,2Story,2351,1,Gd,Lvl,Gtl,16692,Inside,80.0,IR1,0,60,RL,184.0,3,1,2000,7,NWAmes,112,5,7,527356020,Y,519,2,CompShg,Gable,WD ,250000,440,Pave,12,1392.0,AllPub,0,1978,1978,2006
546,546,0,NA,3,Twnhs,3,1,0.0,0.0,3,370.0,176.0,0.0,6,1,Y,Norm,Norm,5,0,TA,TA,CemntBd,CmentBd,0,0,0,CBlock,1,Typ,0.0,0.0,0,0,0,0,0.0,1092,1,GasA,Ex,2Story,330,1,TA,Lvl,Gtl,1476,Inside,21.0,Reg,0,160,RM,0.0,0,0,0,3,MeadowV,26,7,4,923226250,Y,0,0,CompShg,Gable,WD ,76000,0,Pave,5,546.0,AllPub,200,1970,1970,2010
1575,0,0,NA,2,1Fam,3,1,0.0,0.0,3,216.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,TA,Wd Sdng,Wd Sdng,0,4,1,CBlock,1,Typ,400.0,2.0,3,1,3,5,1951.0,1575,1,GasA,TA,1Story,2586,1,Gd,Lvl,Gtl,10170,Corner,75.0,Reg,0,20,RL,522.0,3,0,0,6,NAmes,0,6,6,535305120,Y,0,0,CompShg,Hip,WD ,155000,0,Pave,5,216.0,AllPub,0,1951,1951,2006
663,689,0,NA,4,1Fam,3,1,0.0,0.0,3,292.0,371.0,0.0,5,1,Y,Norm,Norm,5,0,TA,TA,HdBoard,HdBoard,3,0,0,CBlock,1,Typ,299.0,1.0,3,3,3,5,1969.0,1352,1,GasA,TA,2Story,224,1,TA,Lvl,Gtl,9364,Corner,80.0,Reg,0,60,RL,143.0,1,0,0,3,Sawyer,36,7,6,905106140,Y,0,0,CompShg,Gable,WD ,158000,0,Pave,7,663.0,AllPub,379,1969,1969,2010
600,600,0,Pave,2,Twnhs,3,1,1.0,0.0,4,190.0,368.0,42.0,6,5,Y,Norm,Norm,5,0,TA,Gd,MetalSd,MetalSd,0,0,0,PConc,2,Typ,480.0,2.0,3,2,3,1,2004.0,1200,1,GasA,Ex,2Story,98,1,Gd,Lvl,Gtl,2544,Inside,24.0,Reg,0,160,FV,0.0,0,0,0,2,Somerst,172,5,7,533212020,Y,0,0,CompShg,Gable,WD ,149500,0,Pave,4,600.0,AllPub,0,2004,2005,2010
936,0,0,NA,2,1Fam,3,1,0.0,0.0,3,450.0,486.0,0.0,4,1,Y,Norm,Norm,4,160,Gd,TA,MetalSd,MetalSd,3,0,0,CBlock,1,Typ,240.0,1.0,3,1,3,5,1954.0,936,0,GasA,TA,1Story,2565,1,TA,Lvl,Gtl,9888,Inside,82.0,Reg,0,20,RL,0.0,0,0,0,3,NAmes,0,6,5,534479300,Y,0,0,CompShg,Gable,WD ,121000,0,Pave,5,936.0,AllPub,0,1954,1975,2006
1040,0,0,NA,3,1Fam,3,1,0.0,1.0,3,0.0,85.0,955.0,3,5,Y,Norm,Norm,3,0,TA,TA,Wd Sdng,Wd Sdng,3,0,0,CBlock,1,Typ,293.0,1.0,3,3,3,5,1953.0,1040,0,GasA,TA,1Story,1934,1,TA,Lvl,Gtl,7942,Inside,68.0,Reg,0,20,RL,0.0,0,0,0,6,NAmes,0,7,6,535304170,Y,0,0,CompShg,Hip,WD ,136000,0,Pave,6,1040.0,AllPub,0,1953,1953,2007
916,720,0,NA,3,1Fam,3,1,0.0,0.0,4,778.0,138.0,0.0,3,1,Y,Norm,Norm,5,0,TA,TA,HdBoard,HdBoard,0,3,1,PConc,2,Typ,386.0,2.0,3,3,3,5,1996.0,1636,1,GasA,Gd,2Story,997,1,TA,Lvl,Gtl,15038,Corner,83.24555160142349,IR2,0,60,RL,0.0,0,0,0,11,Gilbert,84,5,6,527107010,Y,0,0,CompShg,Gable,WD ,173000,0,Pave,7,916.0,AllPub,168,1996,1996,2008
1164,1106,0,NA,4,1Fam,3,1,0.0,0.0,4,628.0,524.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,4,1,PConc,2,Typ,671.0,3.0,3,3,3,5,1999.0,2270,1,GasA,Ex,2Story,64,1,Gd,Lvl,Gtl,11764,CulDSac,92.0,IR1,0,60,RL,348.0,3,0,0,4,NoRidge,57,7,8,528382020,Y,0,0,CompShg,Gable,WD ,290000,0,Pave,9,1152.0,AllPub,132,1999,2007,2010
1184,1426,0,NA,4,1Fam,3,3,0.0,0.0,4,1120.0,64.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,CemntBd,CmentBd,0,4,1,PConc,2,Typ,550.0,2.0,3,3,3,3,2007.0,2610,1,GasA,Ex,2Story,1799,1,Ex,Lvl,Gtl,9000,Inside,75.0,Reg,0,60,FV,0.0,0,0,0,8,Somerst,364,5,8,528458130,Y,0,0,CompShg,Gable,New,303477,0,Pave,11,1184.0,AllPub,208,2007,2007,2007
1483,0,0,NA,1,1Fam,3,4,1.0,0.0,4,328.0,1092.0,0.0,5,1,Y,Norm,Norm,5,0,Gd,Gd,Wd Sdng,Wd Sdng,0,3,2,CBlock,1,Typ,690.0,2.0,3,2,3,5,1977.0,1483,1,GasA,Gd,1Story,230,1,TA,Low,Mod,20062,Inside,66.95277989337396,IR1,0,20,RL,0.0,0,0,0,4,ClearCr,0,7,7,905109170,Y,0,0,CompShg,Hip,WD ,270000,0,Pave,4,1420.0,AllPub,496,1977,2001,2010
960,780,0,NA,2,1Fam,3,1,0.0,0.0,3,576.0,360.0,0.0,3,1,N,Artery,Norm,4,236,Fa,Fa,WdShing,Wd Shng,0,4,1,BrkTil,1,Typ,225.0,1.0,2,1,2,1,1920.0,1740,0,GasA,Gd,1.5Fin,1295,1,Ex,Lvl,Gtl,7308,Corner,81.0,Reg,0,50,RM,0.0,0,0,0,6,OldTown,0,5,5,902109160,N,0,0,CompShg,Gable,WD ,122250,0,Pave,6,936.0,AllPub,0,1920,1950,2008
1382,0,0,NA,3,1Fam,3,1,0.0,1.0,3,727.0,172.0,483.0,3,2,Y,Norm,Norm,4,0,TA,TA,AsbShng,AsbShng,2,0,0,CBlock,1,Typ,350.0,1.0,3,1,3,5,1955.0,1382,0,GasA,Gd,1Story,638,1,Gd,Lvl,Gtl,8750,Inside,70.0,Reg,0,20,RL,0.0,0,0,0,7,NAmes,0,5,5,535178120,Y,0,0,CompShg,Gable,WD ,153000,0,Pave,6,1382.0,AllPub,280,1955,1955,2009
1120,0,0,NA,3,1Fam,3,1,0.0,0.0,4,914.0,206.0,0.0,5,1,Y,Feedr,Norm,5,0,TA,TA,VinylSd,VinylSd,0,0,0,PConc,1,Typ,0.0,0.0,0,0,0,0,0.0,1120,0,GasA,Ex,1Story,2278,1,TA,Lvl,Gtl,8402,Inside,70.0,Reg,0,20,RL,0.0,0,0,0,12,Mitchel,30,5,5,923202134,Y,0,0,CompShg,Gable,New,147000,0,Pave,6,1120.0,AllPub,0,2007,2007,2007
567,531,0,NA,2,1Fam,3,1,1.0,0.0,4,285.0,246.0,0.0,6,1,Y,Norm,Norm,5,0,TA,TA,Wd Sdng,Wd Sdng,3,4,1,BrkTil,1,Typ,216.0,1.0,3,1,3,1,1930.0,1098,0,GasA,TA,2Story,2202,1,TA,Lvl,Gtl,4000,Inside,63.0,Reg,0,70,RL,0.0,0,0,0,6,Crawfor,0,8,7,909252150,Y,0,0,CompShg,Gable,WD ,148500,0,Pave,5,531.0,AllPub,0,1930,1995,2007
976,732,0,NA,3,TwnhsE,3,1,0.0,0.0,4,976.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,0,0,PConc,2,Maj1,380.0,2.0,3,1,3,1,2004.0,1708,0,GasA,Ex,2Story,2833,1,Gd,Lvl,Gtl,3363,Inside,32.0,Reg,0,160,RM,117.0,1,0,0,4,Edwards,40,5,7,908188150,Y,0,0,CompShg,Gable,WD ,130000,0,Pave,7,976.0,AllPub,0,2004,2004,2006
1802,0,0,NA,3,1Fam,3,4,0.0,0.0,5,1802.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,Ex,MetalSd,MetalSd,0,4,1,PConc,2,Typ,843.0,3.0,3,3,3,5,2006.0,1802,1,GasA,Ex,1Story,1707,1,Ex,HLS,Mod,13615,Corner,94.0,IR1,0,20,RL,510.0,1,0,0,6,NridgHt,105,5,9,528150040,Y,0,0,CompShg,Hip,WD ,372000,0,Pave,7,1802.0,AllPub,158,2006,2006,2007
1506,0,0,NA,2,TwnhsE,3,4,0.0,0.0,4,1346.0,16.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,4,1,PConc,2,Typ,440.0,2.0,3,3,3,5,2005.0,1506,0,GasA,Ex,1Story,2428,1,Gd,Lvl,Gtl,3013,Inside,43.0,Reg,0,120,RL,145.0,3,0,0,4,Blmngtn,20,5,7,528228565,Y,0,0,CompShg,Gable,WD ,213490,0,Pave,6,1362.0,AllPub,142,2005,2005,2006
1508,0,0,NA,1,1Fam,3,4,1.0,0.0,4,162.0,1346.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,3,2,PConc,1,Typ,572.0,2.0,3,2,3,5,2009.0,1508,0,GasA,Ex,1Story,242,1,Gd,Lvl,Gtl,17485,Inside,44.0,IR2,0,20,RL,96.0,1,0,0,1,Edwards,0,5,7,905453080,Y,0,0,CompShg,Gable,Con,308030,0,Pave,5,1508.0,AllPub,0,2009,2010,2010
2032,0,0,NA,3,1Fam,3,2,1.0,0.0,5,1140.0,700.0,0.0,6,1,Y,Norm,Norm,5,192,TA,Gd,MetalSd,MetalSd,0,0,0,PConc,3,Typ,786.0,3.0,3,3,3,5,1996.0,2032,0,GasA,Ex,1Story,1564,1,Gd,Lvl,Gtl,23730,Inside,66.95277989337396,IR2,0,20,RL,668.0,3,0,0,9,Mitchel,46,5,7,914453045,Y,0,0,CompShg,Gable,WD ,300000,0,Pave,7,1840.0,AllPub,0,1996,1997,2008
1194,0,0,NA,3,1Fam,3,2,0.0,1.0,3,0.0,655.0,0.0,5,1,Y,Norm,Norm,5,192,TA,TA,BrkFace,BrkFace,0,2,1,CBlock,1,Typ,539.0,2.0,3,3,3,3,1954.0,1194,0,GasA,Ex,1Story,2613,1,TA,Lvl,Gtl,8910,Corner,79.0,Reg,0,20,RL,0.0,0,0,0,7,NAmes,0,6,6,535403150,Y,0,0,CompShg,Hip,WD ,159500,0,Pave,6,655.0,AllPub,0,1959,1959,2006
970,739,0,NA,3,Twnhs,3,1,0.0,0.0,4,970.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,0,0,PConc,2,Maj1,380.0,2.0,3,1,3,1,2004.0,1709,0,GasA,Ex,2Story,2832,1,Gd,Lvl,Gtl,2522,Inside,24.0,Reg,0,160,RM,50.0,1,0,0,4,Edwards,40,5,7,908188140,Y,0,0,CompShg,Gable,WD ,137500,0,Pave,7,970.0,AllPub,0,2004,2004,2006
1616,0,0,NA,3,1Fam,3,3,0.0,0.0,4,1616.0,0.0,0.0,1,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,0,0,PConc,2,Typ,834.0,3.0,3,2,3,5,2005.0,1616,0,GasA,Ex,1Story,2459,1,Gd,Lvl,Gtl,8688,Inside,73.0,Reg,0,20,RL,228.0,3,0,0,4,Somerst,59,5,7,528439030,Y,0,0,CompShg,Gable,WD ,232000,0,Pave,7,1616.0,AllPub,208,2005,2005,2006
768,0,0,NA,1,1Fam,3,1,0.0,0.0,3,768.0,0.0,0.0,1,1,Y,RRNe,Norm,5,84,Gd,Gd,Stucco,Wd Shng,0,0,0,BrkTil,1,Typ,440.0,2.0,3,1,3,1,1930.0,768,0,GasA,TA,1Story,1360,1,TA,Lvl,Gtl,6291,Inside,66.95277989337396,IR1,0,30,RM,0.0,0,0,0,7,IDOTRR,0,6,6,903452025,N,0,0,CompShg,Gable,WD ,93850,0,Grvl,4,768.0,AllPub,0,1930,1950,2008
872,0,0,NA,2,1Fam,3,1,0.0,0.0,3,872.0,0.0,0.0,1,1,N,Norm,Norm,3,116,TA,TA,BrkFace,Wd Sdng,0,4,1,BrkTil,1,Mod,322.0,1.0,2,1,2,1,1924.0,872,0,GasA,Fa,1Story,2723,1,Fa,Lvl,Gtl,17529,Inside,66.95277989337396,Reg,0,30,RL,65.0,1,0,0,4,Sawyer,0,5,5,905200380,N,0,0,CompShg,Gable,WD ,105000,0,Pave,5,872.0,AllPub,0,1924,1950,2006
520,0,0,NA,1,1Fam,3,1,0.0,0.0,3,520.0,0.0,0.0,1,1,N,Feedr,RRNn,5,87,TA,TA,MetalSd,MetalSd,0,0,0,BrkTil,1,Typ,240.0,1.0,3,1,2,1,1920.0,520,0,GasA,Fa,1Story,1350,1,Fa,Lvl,Gtl,6324,Inside,60.0,IR1,0,30,RM,0.0,0,0,0,5,BrkSide,0,6,4,903235100,Y,0,0,CompShg,Gable,WD ,68500,0,Pave,4,520.0,AllPub,49,1927,1950,2008
1105,1169,0,NA,5,Duplex,3,1,0.0,0.0,3,662.0,443.0,0.0,3,1,Y,Feedr,Norm,4,0,TA,TA,MetalSd,MetalSd,0,0,0,CBlock,2,Typ,480.0,2.0,3,1,3,1,1960.0,2274,0,GasA,TA,2Story,136,2,TA,Lvl,Gtl,11600,Corner,80.0,Reg,0,90,RL,361.0,3,0,0,1,NAmes,0,5,5,535106190,Y,0,0,CompShg,Gable,WD ,154300,0,Pave,12,1105.0,AllPub,0,1960,1960,2010
936,665,176,NA,3,1Fam,1,1,0.0,0.0,3,936.0,0.0,0.0,1,1,Y,Artery,Norm,5,0,Gd,Gd,VinylSd,VinylSd,0,0,0,BrkTil,2,Typ,0.0,0.0,0,0,0,0,0.0,1601,0,GasA,Ex,1.5Fin,2235,1,TA,Lvl,Gtl,7288,Inside,50.0,Reg,0,50,RM,0.0,0,0,0,9,IDOTRR,0,7,5,910201050,N,0,0,CompShg,Gable,WD ,129850,0,Pave,6,936.0,AllPub,0,1925,2003,2007
616,616,0,Grvl,3,1Fam,3,1,0.0,0.0,3,448.0,168.0,0.0,4,1,Y,Norm,Norm,5,143,TA,TA,MetalSd,MetalSd,0,0,0,BrkTil,1,Typ,480.0,2.0,2,1,2,1,1920.0,1232,0,GasA,Ex,2Story,1993,1,TA,Lvl,Gtl,4571,Inside,35.0,Reg,0,70,RM,0.0,0,0,0,6,OldTown,0,7,5,902301130,Y,0,0,CompShg,Gable,WD ,114000,0,Pave,6,616.0,AllPub,280,1910,1950,2007
2234,0,0,NA,1,1Fam,3,1,1.0,0.0,5,312.0,1904.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Ex,VinylSd,VinylSd,0,4,1,PConc,2,Typ,1166.0,3.0,3,3,3,5,2009.0,2234,0,GasA,Ex,1Story,367,1,Ex,Lvl,Gtl,17423,CulDSac,63.0,IR1,0,20,RL,748.0,1,0,0,7,StoneBr,60,5,9,527214050,Y,0,0,CompShg,Hip,New,501837,0,Pave,9,2216.0,AllPub,0,2008,2009,2009
876,540,0,Grvl,4,1Fam,3,2,0.0,0.0,3,876.0,0.0,0.0,1,1,Y,Artery,Norm,5,194,TA,TA,Wd Sdng,Wd Sdng,0,4,1,BrkTil,1,Typ,720.0,3.0,3,1,3,1,1949.0,1416,1,GasA,Gd,1.5Fin,1309,1,TA,Lvl,Gtl,12665,Inside,100.0,IR1,0,50,RM,0.0,0,0,0,6,OldTown,0,8,5,902300215,Y,0,0,CompShg,Gable,WD ,153900,0,Pave,7,876.0,AllPub,418,1915,1950,2008
864,0,0,NA,3,1Fam,3,1,0.0,0.0,3,624.0,240.0,0.0,5,1,Y,Norm,Norm,5,0,Gd,TA,VinylSd,VinylSd,2,0,0,CBlock,1,Typ,576.0,2.0,3,1,3,1,1986.0,864,0,GasA,Gd,1Story,402,1,TA,Lvl,Gtl,9000,FR2,60.0,Reg,0,20,RL,0.0,0,0,0,7,NAmes,0,7,4,527425110,Y,0,0,CompShg,Gable,WD ,130000,0,Pave,5,864.0,AllPub,200,1971,2006,2009
1189,0,0,NA,2,TwnhsE,3,1,1.0,0.0,5,325.0,864.0,0.0,6,1,Y,Norm,Norm,5,0,TA,TA,VinylSd,VinylSd,0,0,0,PConc,2,Typ,392.0,2.0,3,2,3,5,1997.0,1189,0,GasA,Ex,1Story,1592,1,TA,Lvl,Gtl,4500,FR2,32.0,Reg,0,120,RM,197.0,3,0,0,4,Mitchel,122,5,6,923203140,Y,0,0,CompShg,Hip,WD ,160500,0,Pave,4,1189.0,AllPub,0,1997,1997,2008
1666,0,0,NA,2,TwnhsE,4,1,1.0,0.0,5,1251.0,415.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Ex,MetalSd,MetalSd,0,4,1,PConc,2,Typ,575.0,2.0,3,2,3,5,2006.0,1666,0,GasA,Ex,1Story,2409,1,Gd,Lvl,Gtl,6373,Inside,48.0,Reg,0,120,RL,572.0,3,0,0,6,NridgHt,75,5,9,528186110,Y,0,0,CompShg,Hip,New,310090,0,Pave,6,1666.0,AllPub,228,2006,2006,2006
1200,0,0,NA,2,1Fam,3,1,1.0,0.0,4,343.0,833.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,0,0,PConc,2,Typ,555.0,2.0,3,2,3,5,2003.0,1200,0,GasA,Ex,1Story,539,1,Gd,Lvl,Gtl,10083,Inside,67.0,Reg,0,20,RL,0.0,0,0,0,8,SawyerW,41,5,7,531371050,Y,0,0,CompShg,Gable,WD ,184900,0,Pave,5,1176.0,AllPub,0,2003,2003,2009
928,0,0,NA,2,1Fam,3,1,0.0,0.0,4,551.0,377.0,0.0,3,1,Y,Norm,Norm,5,156,TA,TA,Wd Sdng,Wd Sdng,0,0,0,CBlock,1,Typ,252.0,1.0,3,1,3,5,1956.0,928,0,GasA,TA,1Story,1940,1,TA,Lvl,Gtl,13300,Inside,70.0,Reg,0,20,RL,0.0,0,0,0,6,NAmes,0,7,5,535327200,Y,0,0,CompShg,Hip,WD ,132000,0,Pave,4,928.0,AllPub,261,1956,2000,2007
1336,0,0,NA,3,1Fam,3,2,0.0,1.0,4,588.0,553.0,147.0,5,3,Y,Feedr,Norm,5,0,TA,TA,HdBoard,HdBoard,0,2,1,CBlock,2,Typ,502.0,2.0,3,2,3,5,1969.0,1336,0,GasA,TA,1Story,588,1,TA,Lvl,Gtl,9600,Inside,80.0,Reg,0,20,RL,128.0,3,2,650,8,NWAmes,11,5,5,534129370,Y,0,0,CompShg,Gable,WD ,163000,0,Pave,6,1288.0,AllPub,312,1969,1969,2009
600,600,0,Pave,2,TwnhsE,3,3,0.0,0.0,4,320.0,280.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,MetalSd,MetalSd,0,0,0,PConc,2,Typ,480.0,2.0,3,2,3,1,2004.0,1200,1,GasA,Ex,2Story,96,1,Gd,Lvl,Gtl,3215,Inside,30.0,Reg,0,160,FV,120.0,3,0,0,4,Somerst,172,5,7,533210060,Y,0,0,CompShg,Gable,ConLD,155000,0,Pave,4,600.0,AllPub,0,2004,2004,2010
1427,0,0,NA,4,1Fam,3,3,0.0,1.0,3,599.0,828.0,0.0,6,1,Y,Norm,Norm,5,0,TA,TA,MetalSd,MetalSd,0,0,0,CBlock,2,Typ,516.0,2.0,3,2,3,5,1969.0,1427,0,GasA,Gd,SLvl,1187,1,TA,Lvl,Gtl,11104,Inside,66.95277989337396,IR1,0,80,RL,0.0,0,0,0,5,NWAmes,0,6,6,534127210,Y,0,0,CompShg,Gable,WD ,183000,216,Pave,7,1427.0,AllPub,0,1969,1969,2008
1212,780,0,NA,3,1Fam,3,2,1.0,0.0,4,98.0,762.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,3,2,PConc,2,Min2,608.0,2.0,3,2,3,5,1996.0,1992,1,GasA,Ex,2Story,2154,1,Gd,Lvl,Gtl,15295,Corner,83.24555160142349,IR3,0,60,RL,254.0,3,0,0,6,CollgCr,32,5,7,907280090,Y,0,0,CompShg,Gable,WD ,211000,0,Pave,7,860.0,AllPub,225,1996,2002,2007
754,786,0,NA,3,1Fam,3,1,1.0,0.0,4,122.0,36.0,596.0,2,6,Y,RRAe,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,0,0,PConc,2,Typ,495.0,2.0,3,2,3,5,1994.0,1540,1,GasA,Ex,2Story,550,1,Gd,Lvl,Gtl,9109,Inside,70.0,Reg,0,60,RL,0.0,0,0,0,10,SawyerW,32,5,7,531452260,Y,0,0,CompShg,Gable,WD ,184000,0,Pave,6,754.0,AllPub,140,1994,1994,2009
1535,0,0,NA,4,Duplex,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,Y,Norm,Norm,5,0,TA,TA,HdBoard,HdBoard,4,0,0,Slab,2,Typ,400.0,2.0,3,1,3,5,1979.0,1535,0,GasA,TA,1Story,811,2,TA,Bnk,Gtl,7018,Inside,64.0,Reg,0,90,RL,0.0,0,0,0,6,SawyerW,0,5,5,906226100,Y,0,0,CompShg,Gable,WD ,118858,0,Pave,8,0.0,AllPub,0,1979,1979,2009
1152,0,0,NA,3,1Fam,3,3,1.0,0.0,3,138.0,1014.0,0.0,6,1,Y,Norm,Norm,5,0,TA,TA,Wd Sdng,HdBoard,0,4,1,PConc,1,Typ,484.0,2.0,3,2,3,5,1964.0,1152,0,GasA,TA,SLvl,124,1,TA,Lvl,Gtl,14112,Corner,83.24555160142349,IR1,0,80,RL,86.0,3,0,0,4,NAmes,0,7,5,534403410,Y,0,0,CompShg,Hip,WD ,180500,0,Pave,6,1152.0,AllPub,227,1964,1964,2010
1151,0,0,Pave,2,TwnhsE,3,1,1.0,0.0,4,1081.0,60.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Gd,VinylSd,VinylSd,0,0,0,PConc,2,Typ,484.0,2.0,3,3,3,5,2006.0,1151,0,GasA,Ex,1Story,1836,1,Gd,Lvl,Gtl,3523,Inside,80.0,IR1,0,120,FV,30.0,1,0,0,2,Somerst,60,5,8,533206060,Y,0,0,CompShg,Gable,New,166000,0,Pave,5,1141.0,AllPub,0,2006,2007,2007
1138,0,0,NA,3,1Fam,3,3,0.0,1.0,3,550.0,588.0,0.0,4,1,Y,Norm,Norm,5,0,TA,TA,Wd Sdng,Wd Sdng,3,3,1,CBlock,1,Typ,480.0,2.0,3,2,3,5,1960.0,1138,0,GasA,Ex,SLvl,779,1,TA,Lvl,Gtl,15312,Inside,88.0,Reg,0,80,RL,54.0,3,0,0,3,Sawyer,0,5,6,905200350,Y,0,0,CompShg,Hip,COD,148000,140,Pave,6,1138.0,AllPub,0,1960,1960,2009
1074,0,0,NA,2,1Fam,3,1,0.0,0.0,3,250.0,438.0,206.0,3,2,Y,Norm,Norm,5,0,TA,TA,Wd Sdng,Wd Sdng,2,4,1,CBlock,1,Min1,396.0,2.0,3,1,3,1,1966.0,1074,0,GasA,Gd,1Story,1886,1,Gd,Lvl,Gtl,7450,Inside,74.0,IR1,0,20,RL,0.0,0,0,0,1,NAmes,72,5,5,534276180,Y,0,0,CompShg,Hip,WD ,124000,0,Pave,6,894.0,AllPub,0,1956,1956,2007
1561,0,0,NA,2,TwnhsE,3,1,1.0,0.0,5,408.0,1153.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Ex,MetalSd,MetalSd,0,4,1,PConc,2,Typ,556.0,2.0,3,3,3,5,2005.0,1561,0,GasA,Ex,1Story,1724,1,Ex,Lvl,Gtl,7313,Inside,60.0,Reg,0,120,RL,246.0,3,0,0,8,NridgHt,47,5,9,528186090,Y,0,0,CompShg,Hip,WD ,277500,0,Pave,6,1561.0,AllPub,203,2005,2005,2007
1358,1368,0,NA,4,1Fam,3,1,0.0,0.0,4,815.0,527.0,0.0,5,1,Y,Norm,Norm,5,168,TA,Gd,VinylSd,VinylSd,0,5,1,PConc,2,Typ,725.0,3.0,3,2,3,5,1995.0,2726,1,GasA,Ex,2Story,2450,1,Gd,Lvl,Gtl,10019,Inside,83.0,IR1,0,60,RL,397.0,3,0,0,6,NoRidge,169,5,8,528358030,Y,0,0,CompShg,Hip,WD ,350000,0,Pave,9,1342.0,AllPub,307,1995,1995,2006
1884,0,0,NA,2,1Fam,3,4,1.0,0.0,5,547.0,1337.0,0.0,6,1,Y,Norm,Norm,5,0,TA,Ex,VinylSd,VinylSd,0,4,1,PConc,2,Typ,670.0,3.0,3,3,3,5,2004.0,1884,0,GasA,Ex,1Story,1013,1,Ex,HLS,Gtl,15401,CulDSac,53.0,IR1,0,20,RL,296.0,3,0,0,9,StoneBr,76,5,9,527214030,Y,0,0,CompShg,Hip,WD ,387000,0,Pave,7,1884.0,AllPub,214,2004,2004,2008
605,0,0,NA,2,1Fam,3,2,1.0,0.0,3,180.0,348.0,0.0,5,1,Y,Norm,Norm,5,144,TA,TA,Wd Sdng,Wd Sdng,0,0,0,BrkTil,1,Typ,0.0,0.0,0,0,0,0,0.0,605,0,GasA,Ex,1Story,2084,1,TA,Lvl,Gtl,9098,Inside,58.0,IR1,0,30,RL,0.0,0,0,0,7,Edwards,0,7,4,905476170,N,0,0,CompShg,Gable,WD ,86000,0,Pave,5,528.0,AllPub,0,1920,2002,2007
1671,0,0,NA,3,1Fam,5,2,1.0,0.0,4,0.0,1044.0,382.0,6,3,Y,Norm,Norm,5,0,Ex,Ex,VinylSd,VinylSd,2,4,1,CBlock,3,Typ,550.0,2.0,3,2,3,5,1976.0,1671,0,GasA,Ex,1Story,1184,1,Ex,Lvl,Gtl,16280,Inside,103.0,Reg,0,20,RL,0.0,0,0,0,5,Veenker,90,9,8,533350120,Y,0,0,CompShg,Gable,WD ,290000,0,Pave,6,1426.0,AllPub,280,1976,2007,2008
